,name,address,sido,gungu
808,삼계1호,경남 김해시 삼계동 1479-4,경남,김해시
809,삼방,경남 김해시 삼방동 691-2 한일상가 108호,경남,김해시
810,삼정,경남 김해시 삼정동 590-1,경남,김해시
811,어방,경남 김해시 어방동 523-2,경남,김해시
812,외동,경남 김해시 외동 1187-12,경남,김해시
813,율하,경남 김해시 관동동 1064-6,경남,김해시
814,장유1호,경남 김해시 내덕동 220-1 101호,경남,김해시
815,지내안동,경남 김해시 지내동 67-1,경남,김해시
816,진영,경남 김해시 진영읍 진영리 1629-2,경남,김해시
817,남해,경남 남해군 남해읍 서변리 160-11,경남,남해군
818,내일동,경남 밀양시 내이동 1566-6,경남,밀양시
819,삼문상남,경남 밀양시 삼문동 717-11,경남,밀양시
820,동금,경남 사천시 동금동 58-4,경남,사천시
821,벌용,경남 사천시 벌리동 255-9,경남,사천시
822,사남,경남 사천시 사남면 월성리 64-3,경남,사천시
823,사천,경남 사천시 사천읍 수석리 293-23,경남,사천시
824,대정,제주 서귀포시 대정읍 하모리 1048-4,제주,서귀포시
825,서귀포1호,제주 서귀포시 동흥동 117-6,제주,서귀포시
826,서귀포명동,제주 서귀포시 서귀동 408-3,제주,서귀포시
827,서귀포혁신도시,제주 서귀포시 강정동 166-10,제주,서귀포시
828,월드컵경기장,제주 서귀포시 법환동 914,제주,서귀포시
829,중문,제주 서귀포시 중문동 1965-9,제주,서귀포시
830,건입,제주 제주시 일도2동 160-9,제주,제주시
831,노형,제주 제주시 노형동 1055-1,제주,제주시
832,도두해안도로,제주 제주시 도두1동 2625-4,제주,제주시
833,삼양화북,제주 제주시 화북1동 1023-2,제주,제주시
834,아라이도,제주 제주시 이도2동 1970-24,제주,제주시
835,애월하귀,제주 제주시 애월읍 하귀1리 167,제주,제주시
836,용담삼도,제주 제주시 용담2동 624-10 1층,제주,제주시
837,이도일도,제주 제주시 이도이동 1179-18,제주,제주시
838,제주1호,제주 제주시  연동 272-30,제주,제주시
839,탑동,제주 제주시 삼도이동 1192-22,제주,제주시
840,한림협재,제주 제주시 한림읍 한림리 1582-8,제주,제주시
